NumRenderFrames,NumDisplayFrames,Time (ms),RenderMin,RenderMax,RenderAvg,DisplayMin,DisplayMax,DisplayAvg,Render90,Render95,Render99,Display90,Display95,Display99
59,59,10108,2.0,156.7,6.3,2.0,60.2,6.3,2.1,2.0,2.0,2.1,2.1,2.0
NumRenderFrames,NumDisplayFrames,Time (ms),RenderMin,RenderMax,RenderAvg,DisplayMin,DisplayMax,DisplayAvg,Render90,Render95,Render99,Display90,Display95,Display99
1323,1323,10108,45.4,260.2,137.9,47.9,147.7,138.0,140.6,138.0,71.0,143.5,143.1,71.7
