NumRenderFrames,NumDisplayFrames,Time (ms),RenderMin,RenderMax,RenderAvg,DisplayMin,DisplayMax,DisplayAvg,Render90,Render95,Render99,Display90,Display95,Display99
72,72,10113,2.0,163.5,7.8,2.1,60.3,7.8,2.1,2.1,2.0,2.1,2.1,2.1
NumRenderFrames,NumDisplayFrames,Time (ms),RenderMin,RenderMax,RenderAvg,DisplayMin,DisplayMax,DisplayAvg,Render90,Render95,Render99,Display90,Display95,Display99
1329,1329,10113,47.5,230.8,138.5,47.9,230.4,138.5,140.7,137.4,70.7,143.4,143.2,71.8
