NumRenderFrames,NumDisplayFrames,Time (ms),RenderMin,RenderMax,RenderAvg,DisplayMin,DisplayMax,DisplayAvg,Render90,Render95,Render99,Display90,Display95,Display99
48,48,10177,2.1,70.2,5.2,1.9,60.2,5.2,2.1,2.1,2.1,2.1,2.0,1.9
NumRenderFrames,NumDisplayFrames,Time (ms),RenderMin,RenderMax,RenderAvg,DisplayMin,DisplayMax,DisplayAvg,Render90,Render95,Render99,Display90,Display95,Display99
247,247,10177,13.2,70.3,25.7,12.0,145.0,25.7,23.9,23.8,18.3,24.0,13.1,13.1
