NumRenderFrames,NumDisplayFrames,Time (ms),RenderMin,RenderMax,RenderAvg,DisplayMin,DisplayMax,DisplayAvg,Render90,Render95,Render99,Display90,Display95,Display99
638,637,10191,37.8,262.7,66.5,28.6,169491.5,66.3,64.7,64.0,61.9,47.9,47.7,28.7
