NumRenderFrames,NumDisplayFrames,Time (ms),RenderMin,RenderMax,RenderAvg,DisplayMin,DisplayMax,DisplayAvg,Render90,Render95,Render99,Display90,Display95,Display99
65,65,10091,2.1,148.5,7.1,2.1,60.3,7.1,2.1,2.1,2.1,2.1,2.1,2.1
NumRenderFrames,NumDisplayFrames,Time (ms),RenderMin,RenderMax,RenderAvg,DisplayMin,DisplayMax,DisplayAvg,Render90,Render95,Render99,Display90,Display95,Display99
993,993,10091,47.5,170.3,103.7,36.0,158.6,103.7,71.2,70.8,48.0,71.8,71.8,47.9
