NumRenderFrames,NumDisplayFrames,Time (ms),RenderMin,RenderMax,RenderAvg,DisplayMin,DisplayMax,DisplayAvg,Render90,Render95,Render99,Display90,Display95,Display99
1518,1327,10113,47.2,442.6,158.7,35.9,161290.3,138.7,152.9,150.4,142.3,141.4,99.8,48.2
