NumRenderFrames,NumDisplayFrames,Time (ms),RenderMin,RenderMax,RenderAvg,DisplayMin,DisplayMax,DisplayAvg,Render90,Render95,Render99,Display90,Display95,Display99
48,48,10183,1.9,136.7,5.1,1.9,60.2,5.1,2.1,2.1,1.9,2.1,1.9,1.9
NumRenderFrames,NumDisplayFrames,Time (ms),RenderMin,RenderMax,RenderAvg,DisplayMin,DisplayMax,DisplayAvg,Render90,Render95,Render99,Display90,Display95,Display99
242,242,10183,14.5,147.1,25.1,12.0,145.6,25.1,23.9,23.8,18.0,24.0,13.1,12.0
